order,family,Genus,species,mass.g.,gestation.mo.,newborn.g.,weaning.mo.,wean,refs
Carnivora,Procyonidae,Procyon,lotor,4400,2.13,76.14,2.95,1200,
Carnivora,Ursidae,Ailuropoda,melanoleuca,111600,4.31,109.29,6.7,15000,
Carnivora,Ursidae,Ailurus,fulgens,4325,4.3,120.17,4,1140,
Carnivora,Ursidae,Helarctos,malayanus,46000,3.68,275,3,-999,
Carnivora,Ursidae,Melursus,ursinus,100000,6.42,-999,2.5,-999,
Carnivora,Ursidae,Tremarctos,ornatus,61000,7.33,320,2.96,-999,
Carnivora,Ursidae,Ursus,thibetanus,76666.67,7,351.67,3.25,-999,
Carnivora,Ursidae,Ursus,maritimus,286366.67,8.11,634.25,12.68,31156,
Carnivora,Ursidae,Ursus,arctos,203500,6.93,494.82,13.78,26000,
Carnivora,Ursidae,Ursus,americanus,110560,6.75,294.47,6.42,14050,
Carnivora,Viverridae,Arctictis,binturong,12250,2.74,316.38,2.59,2100,
Carnivora,Viverridae,Arctogalidia,trivirgata,2250,1.5,-999,2,-999,
Carnivora,Viverridae,Chrotogale,owstoni,3250,2,81.5,-999,-999,
Carnivora,Viverridae,Civettictis,civetta,13666.67,2.31,417,4.19,1955.75,
Carnivora,Viverridae,Cryptoprocta,ferox,9500,3,100,4.08,-999,
Carnivora,Viverridae,Cynogale,bennettii,4000,-999,-999,-999,-999,
Carnivora,Viverridae,Eupleres,goudotii,3000,-999,150,2.13,-999,
Carnivora,Viverridae,Fossa,fossana,1540,2.9,67.5,2.28,-999,
Carnivora,Viverridae,Genetta,maculata,2225,-999,-999,-999,-999,
Carnivora,Viverridae,Genetta,genetta,1866.67,2.5,74.2,2.75,-999,
Carnivora,Viverridae,Genetta,tigrina,1820,2.32,71,1.94,-999,
Carnivora,Viverridae,Hemigalus,derbyanus,2375,-999,125,2.33,-999,
Carnivora,Viverridae,Nandinia,binotata,1900,2.13,-999,2.13,-999,
Carnivora,Viverridae,Paguma,larvata,4300,-999,-999,-999,-999,
Carnivora,Viverridae,Paradoxurus,zeylonensis,2380,-999,-999,-999,-999,
Carnivora,Viverridae,Paradoxurus,hermaphroditus,3100,1.5,87.08,-999,-999,
Carnivora,Viverridae,Prionodon,pardicolor,4500,-999,-999,-999,-999,
Carnivora,Viverridae,Prionodon,linsang,698,-999,40,-999,-999,
Carnivora,Viverridae,Viverra,zibetha,10000,-999,-999,1,-999,
Carnivora,Viverridae,Viverricula,indica,3000,-999,-999,4.25,-999,
Cetacea,Balaenidae,Balaena,mysticetus,80000000,12.37,-999,11.25,-999,
Cetacea,Balaenidae,Eubalaena,australis,23000000,12.55,-999,-999,-999,
Cetacea,Balaenidae,Eubalaena,glacialis,23000000,11.5,-999,7,-999,
Cetacea,Balaenopteridae,Balaenoptera,physalus,66800000,10.93,1850000,6.5,-999,
Cetacea,Balaenopteridae,Balaenoptera,musculus,149000000,10.71,2250000,7.08,19075000,
Cetacea,Balaenopteridae,Balaenoptera,borealis,14766666.67,11.4,650000,7.56,-999,
Cetacea,Balaenopteridae,Balaenoptera,edeni,20000000,12.35,-999,9,-999,
Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,16266666.67,10.15,-999,5,-999,
Cetacea,Balaenopteridae,Megaptera,novaeangliae,30000000,11.43,1325000,9.08,-999,
Cetacea,Delphinidae,Cephalorhynchus,heavisidii,-999,-999,9500,-999,-999,
Cetacea,Delphinidae,Cephalorhynchus,commersonii,72400,12,5500,-999,-999,
Cetacea,Delphinidae,Cephalorhynchus,hectori,-999,-999,-999,-999,-999,
Cetacea,Delphinidae,Delphinus,delphis,76365,9.57,7050,10.5,40000,
Cetacea,Delphinidae,Feresa,attenuata,133000,-999,-999,-999,-999,
Cetacea,Delphinidae,Globicephala,melas,1060000,14.8,109666.67,26.69,-999,
Cetacea,Delphinidae,Globicephala,macrorhynchus,726000,15.25,60000,48,-999,
Cetacea,Delphinidae,Grampus,griseus,425000,12,-999,-999,-999,
Cetacea,Delphinidae,Lagenodelphis,hosei,164000,11,-999,-999,-999,
Cetacea,Delphinidae,Lagenorhynchus,albirostris,180000,-999,-999,-999,-999,
Cetacea,Delphinidae,Lagenorhynchus,obliquidens,103000,10,-999,-999,-999,
Cetacea,Delphinidae,Lagenorhynchus,acutus,182000,10.5,24000,18,-999,
Cetacea,Delphinidae,Lagenorhynchus,obscurus,110000,11.63,-999,12,-999,
Cetacea,Delphinidae,Orcaella,brevirostris,190000,14,12300,15.5,45000,
Cetacea,Delphinidae,Orcinus,orca,4300000,14.89,159333.33,15.5,-999,
Cetacea,Delphinidae,Peponocephala,electra,206000,12,-999,-999,-999,
Cetacea,Delphinidae,Pseudorca,crassidens,1360000,14.92,-999,16.5,-999,
Cetacea,Delphinidae,Sotalia,fluviatilis,46666.67,10.7,-999,-999,-999,
Cetacea,Delphinidae,Stenella,coeruleoalba,122950,12.1,11300,14.83,-999,
Cetacea,Delphinidae,Stenella,longirostris,70333.33,10.4,-999,18,-999,
Cetacea,Delphinidae,Stenella,attenuata,68700,11.4,-999,17.95,-999,
Cetacea,Delphinidae,Steno,bredanensis,122500,-999,-999,-999,-999,
Cetacea,Delphinidae,Tursiops,truncatus,173333.33,12.12,18920,18.94,-999,
Cetacea,Eschrichtiidae,Eschrichtius,robustus,25066666.67,12.36,529666.67,6.1,-999,
Cetacea,Monodontidae,Delphinapterus,leucas,665000,13.44,71400,22.6,-999,
Cetacea,Monodontidae,Monodon,monoceros,900000,14.83,80000,17,-999,
Cetacea,Neobalaenidae,Caperea,marginata,3200000,10,-999,5.5,-999,
Cetacea,Phocoenidae,Neophocaena,phocaenoides,32500,10.5,7066.67,10.5,24500,
Cetacea,Phocoenidae,Phocoena,sinus,45000,-999,-999,-999,-999,
Cetacea,Phocoenidae,Phocoena,phocoena,53183.33,9.66,6775,8.5,-999,
Cetacea,Phocoenidae,Phocoenoides,dalli,101666.67,9.98,-999,11.43,-999,
Cetacea,Physeteridae,Kogia,simus,190233.33,-999,-999,-999,-999,
Cetacea,Physeteridae,Kogia,breviceps,363000,11,82000,-999,-999,
Cetacea,Physeteridae,Physeter,catodon,15400000,15.8,942666.67,18.4,-999,
Cetacea,Platanistidae,Inia,geoffrensis,96500,9.83,6800,-999,-999,
Cetacea,Platanistidae,Lipotes,vexillifer,83500,10.5,-999,-999,-999,
Cetacea,Platanistidae,Platanista,minor,-999,10.25,7000,-999,-999,
Cetacea,Platanistidae,Platanista,gangetica,21000,10,-999,12,-999,
Cetacea,Platanistidae,Pontoporia,blainvillei,40333.33,10.92,7900,10.5,-999,
Cetacea,Ziphiidae,Berardius,arnuxii,-999,10,-999,-999,-999,
Cetacea,Ziphiidae,Berardius,bairdii,8200000,14.67,-999,-999,-999,
Cetacea,Ziphiidae,Hyperoodon,ampullatus,5266666.67,12,-999,12,-999,
Cetacea,Ziphiidae,Mesoplodon,carlhubbsi,1500000,12,-999,-999,-999,
Cetacea,Ziphiidae,Mesoplodon,densirostris,1050000,-999,-999,-999,-999,
Cetacea,Ziphiidae,Mesoplodon,bidens,3400000,12,-999,12,-999,
Cetacea,Ziphiidae,Ziphius,cavirostris,2952500,12,-999,-999,-999,
Dermoptera,Cynocephalidae,Cynocephalus,variegatus,1000,2,-999,-999,-999,
Dermoptera,Cynocephalidae,Cynocephalus,volans,-999,3.5,35.9,6.34,-999,
Hyracoidea,Procaviidae,Dendrohyrax,arboreus,2950,7.59,-999,5,-999,
Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,3116.67,7,236,-999,-999,
Hyracoidea,Procaviidae,Heterohyrax,brucei,2456.67,7.57,225,3,-999,
Hyracoidea,Procaviidae,Procavia,capensis,3600,7.44,232.18,2.81,500,
Insectivora,Chrysochloridae,Amblysomus,hottentotus,64.8,-999,4.5,-999,-999,
Insectivora,Chrysochloridae,Chrysochloris,stuhlmanni,39.8,-999,-999,2.5,-999,
Insectivora,Chrysochloridae,Chrysochloris,asiatica,42,-999,-999,2.5,-999,
Insectivora,Chrysochloridae,Chrysospalax,villosus,104,-999,-999,-999,-999,
Insectivora,Chrysochloridae,Eremitalpa,granti,23.2,-999,-999,-999,-999,
Insectivora,Erinaceidae,Atelerix,algirus,745,1.3,-999,1.33,-999,
Insectivora,Erinaceidae,Atelerix,albiventris,334,1.24,7.92,1.45,-999,
Insectivora,Erinaceidae,Atelerix,frontalis,309,1.22,10.49,1.17,-999,
Insectivora,Erinaceidae,Echinosorex,gymnura,956.5,1.25,14.5,-999,-999,
Insectivora,Erinaceidae,Erinaceus,concolor,719,-999,22,-999,-999,
Insectivora,Erinaceidae,Erinaceus,europaeus,771,1.2,15.7,1.37,203,
Insectivora,Erinaceidae,Hemiechinus,micropus,171,1.24,8.5,2,-999,
Insectivora,Erinaceidae,Hemiechinus,hypomelas,292,-999,-999,2,-999,
Insectivora,Erinaceidae,Hemiechinus,aethiopicus,358,-999,8.5,1.64,-999,
Insectivora,Erinaceidae,Hemiechinus,auritus,342,1.26,10.14,1.17,-999,
Insectivora,Erinaceidae,Hylomys,suillus,64,1.08,-999,-999,-999,
Insectivora,Solenodontidae,Solenodon,cubanus,1000,-999,-999,-999,-999,
Insectivora,Solenodontidae,Solenodon,paradoxus,900,2.8,53.75,2.5,-999,
Insectivora,Soricidae,Blarina,carolinensis,9.25,-999,-999,-999,-999,
Insectivora,Soricidae,Blarina,hylophaga,14.5,0.75,-999,1,14.5,
Insectivora,Soricidae,Blarina,brevicauda,21.63,0.66,0.97,0.72,-999,
Insectivora,Soricidae,Crocidura,fuliginosa,12,-999,-999,-999,-999,
Insectivora,Soricidae,Crocidura,turba,15,-999,-999,-999,-999,
Insectivora,Soricidae,Crocidura,canariensis,7.5,1,0.8,-999,-999,
Insectivora,Soricidae,Crocidura,fuscomurina,5,-999,0.82,0.57,3.2,
Insectivora,Soricidae,Crocidura,planiceps,2.5,-999,-999,-999,-999,
Insectivora,Soricidae,Crocidura,crossei,7.2,-999,-999,-999,-999,
Insectivora,Soricidae,Crocidura,mariquensis,9.7,-999,-999,-999,-999,
Insectivora,Soricidae,Crocidura,viaria,17.1,-999,1.4,0.67,13.7,
Insectivora,Soricidae,Crocidura,flavescens,22,0.84,2.26,-999,20.7,
Insectivora,Soricidae,Crocidura,leucodon,9.91,0.99,0.88,0.7,-999,
Insectivora,Soricidae,Crocidura,hirta,13.67,0.6,1,0.59,10,
Insectivora,Soricidae,Crocidura,russula,11.63,0.97,0.88,0.84,7.7,
Insectivora,Soricidae,Crocidura,suaveolens,7.7,0.93,0.63,0.83,4,
Insectivora,Soricidae,Cryptotis,parva,6.2,0.67,0.34,0.69,3.85,
Insectivora,Soricidae,Diplomesodon,pulchellum,10,-999,-999,-999,-999,
Insectivora,Soricidae,Myosorex,varius,11,-999,1,0.7,-999,
Insectivora,Soricidae,Myosorex,cafer,13,-999,-999,-999,-999,
Insectivora,Soricidae,Myosorex,geata,-999,-999,-999,-999,-999,
Insectivora,Soricidae,Neomys,anomalus,16,0.75,0.58,0.97,-999,
Insectivora,Soricidae,Neomys,fodiens,14.32,0.73,0.78,1.2,10,
Insectivora,Soricidae,Notiosorex,crawfordi,4.15,-999,0.41,1.42,3.6,
Insectivora,Soricidae,Sorex,mirabilis,-999,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,dispar,4.9,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,pacificus,6.71,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,bairdii,8.34,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,bendirii,15.88,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,coronatus,9.6,0.77,0.58,1,8.6,
Insectivora,Soricidae,Sorex,merriami,4,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,cinereus,4.26,0.64,0.28,0.75,3.5,
Insectivora,Soricidae,Sorex,arcticus,8.2,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,ornatus,5.57,0.7,0.5,-999,-999,
Insectivora,Soricidae,Sorex,hoyi,4.37,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,monticolus,6,-999,-999,0.7,-999,
Insectivora,Soricidae,Sorex,trowbridgii,4.44,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,minutus,7.25,0.77,0.25,0.84,-999,
Insectivora,Soricidae,Sorex,haydeni,3,0.68,-999,0.84,-999,
Insectivora,Soricidae,Sorex,araneus,8.98,0.69,0.47,0.85,8.5,
Insectivora,Soricidae,Sorex,longirostris,3.68,-999,-999,0.88,-999,
Insectivora,Soricidae,Sorex,nanus,2.5,-999,-999,-999,-999,
Insectivora,Soricidae,Sorex,fumeus,8.2,0.55,-999,-999,4,
Insectivora,Soricidae,Sorex,vagrans,5.58,0.67,0.42,0.7,5.5,
Insectivora,Soricidae,Sorex,palustris,12.47,0.75,-999,-999,-999,
Insectivora,Soricidae,Suncus,murinus,45.87,1.05,2.6,0.65,19.08,
Insectivora,Soricidae,Suncus,varilla,-999,-999,-999,-999,-999,
Insectivora,Soricidae,Suncus,etruscus,2.1,0.93,0.21,0.66,2.09,
Insectivora,Soricidae,Surdisorex,norae,-999,-999,-999,-999,-999,
Insectivora,Soricidae,Surdisorex,polulus,-999,-999,-999,-999,-999,
Insectivora,Soricidae,Sylvisorex,granti,-999,-999,-999,-999,-999,
Insectivora,Talpidae,Condylura,cristata,55.33,-999,-999,0.79,30,
Insectivora,Talpidae,Desmana,moschata,383,1.54,-999,1.17,-999,
Insectivora,Talpidae,Galemys,pyrenaicus,61.3,1,-999,-999,-999,
Insectivora,Talpidae,Neurotrichus,gibbsii,10,-999,0.67,-999,-999,
Insectivora,Talpidae,Parascalops,breweri,50.18,1.21,10.1,0.98,34.77,
Insectivora,Talpidae,Scalopus,aquaticus,74.6,1.35,5.36,1.17,-999,
Insectivora,Talpidae,Scapanus,townsendii,118.8,1.17,5,1,65,
Insectivora,Talpidae,Scapanus,orarius,76.9,1,-999,1,-999,
Insectivora,Talpidae,Scapanus,latimanus,52,-999,-999,-999,-999,
Insectivora,Talpidae,Talpa,altaica,85,-999,3.5,1.03,-999,
Insectivora,Talpidae,Talpa,europaea,133.3,1.06,3.38,1.25,44.2,
Insectivora,Talpidae,Urotrichus,talpoides,19.5,-999,-999,1,-999,
Insectivora,Tenrecidae,Echinops,telfairi,180,1.9,7.74,0.94,50,
Insectivora,Tenrecidae,Geogale,aurita,6.7,2.06,0.7,1.21,-999,
Insectivora,Tenrecidae,Hemicentetes,semispinosus,149.6,1.79,8.18,0.67,-999,
Insectivora,Tenrecidae,Limnogale,mergulus,79.5,-999,-999,-999,-999,
Insectivora,Tenrecidae,Microgale,dobsoni,37.8,2.06,3.95,0.94,-999,
Insectivora,Tenrecidae,Microgale,talazaci,48.1,2.03,3.65,0.97,-999,
Insectivora,Tenrecidae,Micropotamogale,lamottei,69.6,-999,-999,-999,-999,
Insectivora,Tenrecidae,Potamogale,velox,761.7,-999,-999,-999,-999,
Insectivora,Tenrecidae,Setifer,setosus,259.45,1.89,24.85,0.75,-999,
Insectivora,Tenrecidae,Tenrec,ecaudatus,884,2.01,21.38,1.11,225,
Lagomorpha,Leporidae,Brachylagus,idahoensis,421.33,0.89,-999,-999,-999,
Lagomorpha,Leporidae,Bunolagus,monticularis,1250,-999,45,-999,-999,
Lagomorpha,Leporidae,Caprolagus,hispidus,2500,-999,-999,-999,-999,
Lagomorpha,Leporidae,Lepus,nigricollis,2099.5,1.3,-999,-999,-999,
Lagomorpha,Leporidae,Lepus,callotis,1820,-999,-999,-999,-999,
Lagomorpha,Leporidae,Lepus,insularis,-999,1.4,-999,-999,-999,
Lagomorpha,Leporidae,Lepus,tolai,2110,1.53,110,-999,-999,
Lagomorpha,Leporidae,Lepus,othus,4506.33,1.53,102.5,1.83,2042,
Lagomorpha,Leporidae,Lepus,arcticus,3766,1.72,105,2.13,-999,
Lagomorpha,Leporidae,Lepus,timidus,3030.43,1.65,107.93,0.76,491.99,
Lagomorpha,Leporidae,Lepus,americanus,1489.25,1.22,61.03,0.66,362,
Lagomorpha,Leporidae,Lepus,townsendii,3035.5,1.29,94.32,0.88,737,
Lagomorpha,Leporidae,Lepus,capensis,2358,1.42,118.4,1.08,943.33,
Lagomorpha,Leporidae,Lepus,alleni,3759.67,1.5,118.1,1.75,3000,
Lagomorpha,Leporidae,Lepus,californicus,2317,1.43,84.34,1.34,1300,
Lagomorpha,Leporidae,Lepus,europaeus,3673.33,1.42,119.67,0.94,390,
Lagomorpha,Leporidae,Lepus,saxatilis,2686,1.38,98,-999,-999,
Lagomorpha,Leporidae,Oryctolagus,cuniculus,1558.25,1.02,39.61,0.85,214,
Lagomorpha,Leporidae,Poelagus,marjorita,2500,1.25,-999,-999,-999,
Lagomorpha,Leporidae,Pronolagus,randensis,2470,-999,-999,-999,-999,
Lagomorpha,Leporidae,Pronolagus,crassicaudatus,1945,-999,-999,-999,-999,
Lagomorpha,Leporidae,Pronolagus,rupestris,1700,-999,-999,-999,-999,
Lagomorpha,Leporidae,Romerolagus,diazi,494.5,1.27,30.62,0.86,102.6,
Lagomorpha,Leporidae,Sylvilagus,brasiliensis,950,1.19,-999,0.88,-999,
Lagomorpha,Leporidae,Sylvilagus,palustris,1233,1.11,-999,-999,-999,
Lagomorpha,Leporidae,Sylvilagus,transitionalis,902.6,0.93,30,0.53,-999,
Lagomorpha,Leporidae,Sylvilagus,aquaticus,2120.67,1.26,57.67,0.47,160,
Lagomorpha,Leporidae,Sylvilagus,bachmani,707.67,0.9,28.17,0.63,-999,
Lagomorpha,Leporidae,Sylvilagus,nuttallii,759.96,0.97,-999,1.13,-999,
Lagomorpha,Leporidae,Sylvilagus,floridanus,1269,0.9,34.33,0.8,118.5,
Lagomorpha,Leporidae,Sylvilagus,audubonii,909.38,0.94,34.5,0.92,-999,
Lagomorpha,Ochotonidae,Ochotona,macrotis,167,-999,-999,-999,-999,
Lagomorpha,Ochotonidae,Ochotona,curzoniae,-999,0.75,11.2,-999,-999,
Lagomorpha,Ochotonidae,Ochotona,collaris,129,1,-999,-999,-999,
Lagomorpha,Ochotonidae,Ochotona,roylei,115,-999,7,0.7,-999,
Lagomorpha,Ochotonidae,Ochotona,dauurica,128,-999,-999,-999,-999,
Lagomorpha,Ochotonidae,Ochotona,alpina,-999,1,7.87,0.7,-999,
Lagomorpha,Ochotonidae,Ochotona,princeps,140.2,1,10.67,0.91,81.12,
Lagomorpha,Ochotonidae,Ochotona,rutila,-999,-999,-999,-999,-999,
Lagomorpha,Ochotonidae,Ochotona,pallasi,-999,0.83,7,0.7,-999,
Lagomorpha,Ochotonidae,Ochotona,pusilla,-999,0.74,7,0.72,-999,
Lagomorpha,Ochotonidae,Ochotona,rufescens,250,0.86,11.4,0.65,72.3,
Macroscelidea,Macroscelididae,Elephantulus,rupestris,60,1.87,-999,-999,-999,
Macroscelidea,Macroscelididae,Elephantulus,fuscus,-999,-999,-999,-999,-999,
Macroscelidea,Macroscelididae,Elephantulus,intufi,51.95,1.7,10,1.25,-999,
Macroscelidea,Macroscelididae,Elephantulus,myurus,51.94,1.8,8.1,1,-999,
Macroscelidea,Macroscelididae,Elephantulus,rozeti,48,2.5,-999,-999,-999,
Macroscelidea,Macroscelididae,Elephantulus,rufescens,58,1.93,10.73,0.77,28.99,
Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,44.33,-999,-999,-999,-999,
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,40,2.14,7,0.62,-999,
Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,220,-999,31,-999,-999,
Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,540,1.4,80,0.49,180,
Perissodactyla,Equidae,Equus,asinus,250000,11.97,29166.67,-999,-999,
Perissodactyla,Equidae,Equus,kiang,275000,9.83,-999,-999,-999,
Perissodactyla,Equidae,Equus,grevyi,384000,13.32,40000,9.17,-999,
Perissodactyla,Equidae,Equus,zebra,296000,12.02,30000,10,-999,
Perissodactyla,Equidae,Equus,burchellii,257000,12.16,32292,10.76,174500,
Perissodactyla,Equidae,Equus,hemionus,230000,11.44,-999,12.5,-999,
Perissodactyla,Rhinocerotidae,Ceratotherium,simum,2233333.33,15.87,51166.67,12,-999,
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,1266666.67,7.75,23000,16.5,-999,
Perissodactyla,Rhinocerotidae,Diceros,bicornis,927766.67,16.12,34166.67,19.92,-999,
Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,1602333.33,16.44,58204.55,15,885812.33,
Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,1750000,16.5,-999,18,-999,
Perissodactyla,Tapiridae,Tapirus,pinchaque,148950,13.09,4270,-999,-999,
Perissodactyla,Tapiridae,Tapirus,terrestris,200000,13.18,5417.5,9.5,86260,
Perissodactyla,Tapiridae,Tapirus,indicus,296250,12.76,7100,6.37,-999,
Perissodactyla,Tapiridae,Tapirus,bairdii,300000,13.17,9400,-999,-999,
Pholidota,Manidae,Manis,gigantea,33000,-999,500,-999,6000,
Pholidota,Manidae,Manis,javanica,5150,-999,-999,-999,-999,
Pholidota,Manidae,Manis,pentadactyla,2350,-999,92.5,2.87,-999,
Pholidota,Manidae,Manis,tricuspis,1480,4,120,4.83,675,
Pholidota,Manidae,Manis,crassicaudata,3900,2.25,331.75,-999,-999,
Pholidota,Manidae,Manis,tetradactyla,2750,-999,-999,-999,400,
Pholidota,Manidae,Manis,temminckii,7230,4.63,338,1.17,948.7,
Primates,Callitrichidae,Callimico,goeldii,558.33,5.18,49.07,2.07,215,
Primates,Callitrichidae,Callithrix,humeralifer,343.33,-999,34.5,3.5,-999,
Primates,Callitrichidae,Callithrix,argentata,357.25,-999,-999,-999,-999,
Primates,Callitrichidae,Callithrix,pygmaea,116.83,4.6,16.16,3,70,
Primates,Callitrichidae,Callithrix,penicillata,307,-999,-999,-999,-999,
Primates,Callitrichidae,Callithrix,flaviceps,406,-999,-999,-999,-999,
Primates,Callitrichidae,Callithrix,jacchus,309,4.9,27.12,5.42,97,
Primates,Callitrichidae,Leontopithecus,rosalia,558,4.35,55.07,4.3,165,
Primates,Callitrichidae,Saguinus,leucopus,490,-999,44,-999,-999,
Primates,Callitrichidae,Saguinus,imperator,445.8,-999,35,-999,-999,
Primates,Callitrichidae,Saguinus,bicolor,465,5.33,-999,-999,-999,
Primates,Callitrichidae,Saguinus,nigricollis,411,-999,43.7,2.7,175,
Primates,Callitrichidae,Saguinus,mystax,526.13,5,46.9,5.62,-999,
Primates,Callitrichidae,Saguinus,geoffroyi,499.33,4.67,46.03,1.83,-999,
Primates,Callitrichidae,Saguinus,fuscicollis,370,4.91,39.6,3,-999,
Primates,Callitrichidae,Saguinus,oedipus,401,5.84,40.22,7.79,102.5,
Primates,Callitrichidae,Saguinus,labiatus,501.33,4.83,42.33,7.46,-999,
Primates,Callitrichidae,Saguinus,midas,466.75,4.6,40,2.34,-999,
Primates,Cebidae,Alouatta,pigra,11600,6.23,480,-999,-999,
Primates,Cebidae,Alouatta,seniculus,5555.29,6.37,295,12.3,-999,
Primates,Cebidae,Alouatta,palliata,5659.14,6.22,368.75,14.22,1100,
Primates,Cebidae,Alouatta,caraya,5353,6.23,187.5,6.42,-999,
Primates,Cebidae,Aotus,trivirgatus,833.56,4.67,91.18,3.14,360,
Primates,Cebidae,Aotus,lemurinus,874,4.43,98,2.5,-999,
Primates,Cebidae,Aotus,azarai,1230,-999,-999,7.7,-999,
Primates,Cebidae,Ateles,belzebuth,5400,4.63,-999,-999,-999,
Primates,Cebidae,Ateles,geoffroyi,6265.8,7.39,447.5,23.47,2000,
Primates,Cebidae,Ateles,paniscus,7758.8,7.39,461.67,26.15,3790,
Primates,Cebidae,Ateles,fusciceps,7761.8,7.47,235,12.9,-999,
Primates,Cebidae,Brachyteles,arachnoides,11142.5,7.76,-999,21.75,-999,
Primates,Cebidae,Cacajao,calvus,4092,6,-999,21.14,-999,
Primates,Cebidae,Callicebus,torquatus,1050,-999,-999,5,-999,
Primates,Cebidae,Callicebus,cupreus,1120,4.33,74,6.77,-999,
Primates,Cebidae,Callicebus,moloch,850,5.49,72.2,3.5,-999,
Primates,Cebidae,Cebus,olivaceus,2410,-999,-999,24.33,-999,
Primates,Cebidae,Cebus,capucinus,2602.57,5.7,237.25,17.12,1350,
Primates,Cebidae,Cebus,apella,2528.5,5.33,225.42,10.09,1000,
Primates,Cebidae,Cebus,albifrons,2539.07,5.17,232.42,8.15,-999,
Primates,Cebidae,Chiropotes,albinasus,2900,5,-999,-999,-999,
Primates,Cebidae,Chiropotes,satanas,2750,5,-999,-999,-999,
Primates,Cebidae,Lagothrix,lagotricha,6076.25,8.35,213.96,11.57,-999,
Primates,Cebidae,Pithecia,monachus,1926.67,-999,120.67,-999,-999,
Primates,Cebidae,Pithecia,pithecia,1377.2,5.32,-999,4,-999,
Primates,Cebidae,Saimiri,oerstedi,580,-999,-999,-999,-999,
Primates,Cebidae,Saimiri,sciureus,607.8,5.71,113.25,6.4,410.5,
Primates,Cercopithecidae,Allenopithecus,nigroviridis,3301.67,-999,221,2.5,-999,
Primates,Cercopithecidae,Cercocebus,galeritus,5425.75,5.85,-999,12,2170,
Primates,Cercopithecidae,Cercocebus,torquatus,7036.67,5.61,-999,-999,-999,
Primates,Cercopithecidae,Cercopithecus,wolfi,2870,-999,435,-999,-999,
Primates,Cercopithecidae,Cercopithecus,lhoesti,4700,-999,-999,-999,-999,
Primates,Cercopithecidae,Cercopithecus,mona,3833.33,-999,283,-999,-999,
Primates,Cercopithecidae,Cercopithecus,nictitans,4225.33,5.67,406,-999,-999,
Primates,Cercopithecidae,Cercopithecus,erythrotis,-999,-999,-999,16,-999,
Primates,Cercopithecidae,Cercopithecus,cephus,2866.25,5.67,339,-999,-999,
Primates,Cercopithecidae,Cercopithecus,pogonias,2973.67,5.67,339,-999,-999,
Primates,Cercopithecidae,Cercopithecus,ascanius,3392.6,5,371,6,-999,
Primates,Cercopithecidae,Cercopithecus,campbelli,3150,6,-999,12,-999,
Primates,Cercopithecidae,Cercopithecus,mitis,5685.71,4.5,391.65,10.37,-999,
Primates,Cercopithecidae,Cercopithecus,solatus,3920,-999,-999,-999,-999,
Primates,Cercopithecidae,Cercopithecus,neglectus,4670.17,5.75,305,13,1640,
Primates,Cercopithecidae,Cercopithecus,diana,4216.5,-999,463,12,-999,
Primates,Cercopithecidae,Chlorocebus,aethiops,3732.64,5.62,337.79,6.99,1036.5,
Primates,Cercopithecidae,Colobus,angolensis,9000,-999,-999,-999,-999,
Primates,Cercopithecidae,Colobus,satanas,9500,6.5,-999,16,-999,
Primates,Cercopithecidae,Colobus,polykomos,8508,6.26,573.4,8.87,1240,
Primates,Cercopithecidae,Colobus,guereza,9725.17,5.67,497,12.38,1600,
Primates,Cercopithecidae,Erythrocebus,patas,5883.4,5.56,546.5,5.33,1950,
Primates,Cercopithecidae,Lophocebus,albigena,6725.8,5.97,462.5,7.67,2170,
Primates,Cercopithecidae,Macaca,thibetana,10036.67,5.67,533.33,18.8,2400,
Primates,Cercopithecidae,Macaca,fuscata,8857.5,5.72,504.96,12.06,1767.5,
Primates,Cercopithecidae,Macaca,maura,5575,5.43,389.5,16.67,-999,
Primates,Cercopithecidae,Macaca,sylvanus,9752.6,5.49,450,7,2420,
Primates,Cercopithecidae,Macaca,arctoides,7307.67,6,486.2,11.2,2300,
Primates,Cercopithecidae,Macaca,nigra,6211.67,5.78,457.67,7,-999,
Primates,Cercopithecidae,Macaca,sinica,3495,-999,446,13.03,-999,
Primates,Cercopithecidae,Macaca,silenus,4875,5.94,418,12,-999,
Primates,Cercopithecidae,Macaca,mulatta,5413.4,5.47,476.2,9.47,1454,
